texto,calificacion,polaridad,tipo_lugar,fuente,fecha,texto_limpio
"No puedo creer que disfruté tanto como yo.Las historias de la antología eran mejores que par, pero la historia de enlace y su terminación sorpresa me engancharon.Muchas caras familiares te mantendrán preguntándote ""¿Dónde los he visto antes?""Olvídese del tiempo de funcionamiento que figura en la cinta de la nueva línea, esto no es de 103 minutos, según mi temporizador de VCR e IMDb.Espacio Maggot apaga la fogata a su manera especial y caminata por este 8.",5,positivo,dataset_respaldo,kaggle_imdb,,no puedo creer que disfruté tanto como yolas historias de la antología eran mejores que par pero la historia de enlace y su terminación sorpresa me engancharonmuchas caras familiares te mantendrán preguntándote dónde los he visto antesolvídese del tiempo de funcionamiento que figura en la cinta de la nueva línea esto no es de minutos según mi temporizador de vcr e imdbespacio maggot apaga la fogata a su manera especial y caminata por este
"El 33 por ciento de los nitwits de las naciones que aún apoyan W. Bush haría bien en ver esta película, que muestra las consecuencias de la Revolución Francesa y el terror de 1794, tan sorprendentemente similar al panorama socio-político posterior al 9/11. Tal vez podrían dejar de preocuparse por salvar la cara y tomar el A ** - Whupping que merecen. Es realmente una pena que cuando un político arruine el país, aquellos que lo votaron por él no se les puede negar el derecho de volver a votar. Claramente, han demostrado que no tienen sentido de carácter. Lo que realmente se destaca en esta película es la ambigüedad de un personaje como Doctrinaire irremediablemente como Robespierre; Un hombre vacío encantado que la ideología reductiva simplista no puede ayudarlo a dilucidar los límites entre la seguridad y el totalitarismo. Ejecución y asesinato. Autodefensa y patriotismo. Sus pruebas legalistas de litmus agravan la situación desesperada que ha ayudado a crear. ¿Suena como cualquier animadora beligerante, sobrevivilegulada y retrasada que conoces? Wojciech Pszoniak sopla los despedidos de la pantalla de Eslovenamente deparidieu. Tan simpáticos como es la difícil situación de Robespierres, es reconfortante saber que poco después de que termine la película, tendrá su mandíbula disparada y enviada a la guillotina.",1,negativo,dataset_respaldo,kaggle_imdb,,el por ciento de los nitwits de las naciones que aún apoyan w bush haría bien en ver esta película que muestra las consecuencias de la revolución francesa y el terror de tan sorprendentemente similar al panorama sociopolítico posterior al tal vez podrían dejar de preocuparse por salvar la cara y tomar el a whupping que merecen es realmente una pena que cuando un político arruine el país aquellos que lo votaron por él no se les puede negar el derecho de volver a votar claramente han demostrado que no tienen sentido de carácter lo que realmente se destaca en esta película es la ambigüedad de un personaje como doctrinaire irremediablemente como robespierre un hombre vacío encantado que la ideología reductiva simplista no puede ayudarlo a dilucidar los límites entre la seguridad y el totalitarismo ejecución y asesinato autodefensa y patriotismo sus pruebas legalistas de litmus agravan la situación desesperada que ha ayudado a crear suena como cualquier animadora beligerante sobrevivilegulada y retrasada que conoces wojciech pszoniak sopla los despedidos de la pantalla de eslovenamente deparidieu tan simpáticos como es la difícil situación de robespierres es reconfortante saber que poco después de que termine la película tendrá su mandíbula disparada y enviada a la guillotina
"Como alguien ya ha mencionado en este consejo, es muy difícil hacer un documental falso. Requiere una tremenda habilidad, ritmo, paciencia, dirección ""a distancia"", una premisa plausible, un flujo ""narrativo"", y realmente creíble actuando (también conocido como gran actuación). Tal no es el caso con 'Máquina de amor'. Comienza a mostrar su Mano Faux sobre la marca de 20 minutos (con 60 minutos que quedan para ver), y el espectador comienza a darse cuenta de que está siendo tomado. Está cuesta abajo desde allí. Elirector Gordon Eriksen simplemente alcanzó su punto máximo muy pronto. Pero para ser justos a Eriksen, sus problemas comenzaron temprano: como él explica en los extras, comenzó a querer hacer un documento real, no podía obtener fondos, y se estableció para una manera más económica de hacer su película. La premisa - Gente Los que tienen vidas secretas al publicarse en un sitio web porno, quizás fue más interesante en 1997-98, cuando se hizo la película. Eriksen hace muchas cosas difíciles: una ""anfitriona"" agresiva, ""cámaras de mano, zoom, los negros y los blancos granulados, todos, supongo, para obtener un sentido de autenticidad, pero simplemente no funciona. La película es confusa y forzada, pero lo que finalmente lo trae es la creibilidad de los actores y el diálogo bastante terrible.",1,negativo,dataset_respaldo,kaggle_imdb,,como alguien ya ha mencionado en este consejo es muy difícil hacer un documental falso requiere una tremenda habilidad ritmo paciencia dirección a distancia una premisa plausible un flujo narrativo y realmente creíble actuando también conocido como gran actuación tal no es el caso con máquina de amor comienza a mostrar su mano faux sobre la marca de minutos con minutos que quedan para ver y el espectador comienza a darse cuenta de que está siendo tomado está cuesta abajo desde allí elirector gordon eriksen simplemente alcanzó su punto máximo muy pronto pero para ser justos a eriksen sus problemas comenzaron temprano como él explica en los extras comenzó a querer hacer un documento real no podía obtener fondos y se estableció para una manera más económica de hacer su película la premisa gente los que tienen vidas secretas al publicarse en un sitio web porno quizás fue más interesante en cuando se hizo la película eriksen hace muchas cosas difíciles una anfitriona agresiva cámaras de mano zoom los negros y los blancos granulados todos supongo para obtener un sentido de autenticidad pero simplemente no funciona la película es confusa y forzada pero lo que finalmente lo trae es la creibilidad de los actores y el diálogo bastante terrible
"Las colinas tienen ojos II es lo que usted esperaría que sea y nada más. Por supuesto, no va a ser una película nominada a Oscar, es solo entretenimiento puro que puede perderse durante 90 minutos. La parcela es básicamente sobre un grupo de alumnos de la Guardia Nacional que se encuentran luchando contra los notorios mentiras en los Hillbillies en su último Día de entrenamiento en el desierto. Es solo que luchan por toda la película, que incluye mucha violencia (que es básicamente toda la película), ya que la sangre y las agallas están entrando constantemente durante todo el asunto, y también otra escena de violación gráfica que está inutialmente arrojada a Shock the audiencia. Le daría a las colinas los ojos II 4 de 10 para el entretenimiento puro, y eso solo. Aunque incluso me encontré mirando cada vez más a mi reloj y más a medida que la película continuó, ya que comenzó a arrastrarse debido al hecho de que continuó intentando y sorprender a la audiencia con Gore Gore y la escena de salto ocasional para asegurarte de la audiencia. permanece despierto. Las colinas tienen ojos II es solo entretenimiento decente, algo para pasar el tiempo si estás aburrido, y nada más.4 / 10",1,negativo,dataset_respaldo,kaggle_imdb,,las colinas tienen ojos ii es lo que usted esperaría que sea y nada más por supuesto no va a ser una película nominada a oscar es solo entretenimiento puro que puede perderse durante minutos la parcela es básicamente sobre un grupo de alumnos de la guardia nacional que se encuentran luchando contra los notorios mentiras en los hillbillies en su último día de entrenamiento en el desierto es solo que luchan por toda la película que incluye mucha violencia que es básicamente toda la película ya que la sangre y las agallas están entrando constantemente durante todo el asunto y también otra escena de violación gráfica que está inutialmente arrojada a shock the audiencia le daría a las colinas los ojos ii de para el entretenimiento puro y eso solo aunque incluso me encontré mirando cada vez más a mi reloj y más a medida que la película continuó ya que comenzó a arrastrarse debido al hecho de que continuó intentando y sorprender a la audiencia con gore gore y la escena de salto ocasional para asegurarte de la audiencia permanece despierto las colinas tienen ojos ii es solo entretenimiento decente algo para pasar el tiempo si estás aburrido y nada más
"Me reí por todo el camino a través de esta película podrida.Es tan increíble.Una mujer deja a su esposo después de muchos años de matrimonio, tiene un desglose frente a una oficina de bienes raíces.¿Lo que sucede?El gerente de la oficina sale afuera y le ofrece un trabajo !!!¡Divertidísimo!Lo siguiente que sabes que las dos mujeres lo van.Sí, son lesbianas!Nada suena verdadera en esta ""vida para mujeres con nada mejor que hacer"" la película.Diálogo clortunizado como ""No quiero pasar el resto de mi vida sintiendo que tuve la oportunidad de ser feliz y no lo tomé"".Hay una madre rica y lejana que desaprueba la nueva relación de su hija.Una mucama negra descarada: increíble que en el año 2003, se hace una película en la que hay una criada negra de Sassy.Hattie McDaniel debe estar girando en su tumba.La mujer tiene un marido que se asusta y quiere la custodia de los niños adolescentes mocosos.¡Sheesh!No se queda ningún cliché.",1,negativo,dataset_respaldo,kaggle_imdb,,me reí por todo el camino a través de esta película podridaes tan increíbleuna mujer deja a su esposo después de muchos años de matrimonio tiene un desglose frente a una oficina de bienes raíceslo que sucedeel gerente de la oficina sale afuera y le ofrece un trabajo divertidísimolo siguiente que sabes que las dos mujeres lo vansí son lesbianasnada suena verdadera en esta vida para mujeres con nada mejor que hacer la películadiálogo clortunizado como no quiero pasar el resto de mi vida sintiendo que tuve la oportunidad de ser feliz y no lo toméhay una madre rica y lejana que desaprueba la nueva relación de su hijauna mucama negra descarada increíble que en el año se hace una película en la que hay una criada negra de sassyhattie mcdaniel debe estar girando en su tumbala mujer tiene un marido que se asusta y quiere la custodia de los niños adolescentes mocosossheeshno se queda ningún cliché
"¡No hay spoilers! ¡Después de la exitosa película estadounidense de Hitchcock, Rebecca, basada en la exuberante novela de Daphne Dumarier del romance gótico e intriga, regresó a algunos de los temas más familiares de su período británico temprano: la identidad y el espionaje confundidos. A medida que los Estados Unidos se establecieron en la Segunda Guerra Mundial y el ""esfuerzo de guerra"" a gran escala de los aviones de construcción de civiles, armamento y otras milicias necesarias, el negocio de entretenimiento cinematográfico comenzó a resultar paranoicos y, a menudo, los thrillers jingoísticos con temas de guerra. Estos thrillers a menudo involucraban redes de operadores engañosos y calificados en el trabajo en las sombras entre los ciudadanos que respetan el bien legal. Conocer al director estaba en casa en este género de espionaje, el productor Jack Skirball se acercó a Hitchcock acerca de dirigir una propiedad que poseía que se ocupaba de la corrupción, el sabotaje de la guerra y un héroe indefenso empujado a un vórtice de coincidencia y una identidad errónea. Los elementos más oscuros de la narrativa y el agudo ingenio de Maven Dorothy Parker literario (durante su breve estadía en Hollywood antes de regresar a sus raíces bohemias en Nueva York) que co-autoraron al guión eran una combinación perfecta para las sensibilidades de Hitchcock. Esta película a menudo descuidada cuenta La historia de los desafortunados 25 años de edad, Barry Kane (Robert Cummings), que, a la vez, en el trabajo en una fábrica de aviones de Los Ángeles, se encuentra con el nuevo empleado Frank Frye (Norman LloyDD) y los momentos más tarde se enmarca para cometer sabotaje. Huyendo de las autoridades que no creen su historia lejana que conoce a varios personajes en su camino hacia la ciudad de Soda Utah y finalmente la ciudad de Nueva York. Estos memorables personajes incluyen una caravana de circo con un automóvil lleno de ""Freaks"" y un modelo popular de la cartelera Patricia Martin (Priscilla Lane) ¿Quién, durante la peor crisis de su vida, así como la seguridad nacional, se enamore con locura? Por supuesto, en la tierra de Hitchcock, Patricia, secuestrada por el supuesto Saboteur Barry, cae por su captor, además de agregar tensión romántica a la mezcla. En buena forma para esta excursión, Hitchcock Brews una red nacional de damas antiguas demure, Joes promedio y Hombres de negocios respetables que se duplican como terroristas del agente secreto que albergan a los criminales, tiran de armas y detonan bombas para evitar que las cosas se muevan. Es una parcela excelente que lleva su tiempo avanzando y, una vez encendido, culmina en uno de los últimos finales más memorables de Hitchcock. Busque una vida increíblemente como las atracciones turísticas de la Ciudad de Nueva York (todos los cuales fueron recreados por los directores de arte en Hollywood debido a la ""prohibición de tiro"" de la guerra en las atracciones públicas). Si bien Saboteur puede no ser una de las películas más conocidas de Hitchcock, es una película B Popular que es ciertamente sólida y atractiva con un montón de giros de parcela inteligentes y, como de costumbre, los terribles villanos de Hitchcock. Recuerde buscar la apariencia de camafeo de Hitchcock fuera de una farmacia en la segunda mitad de la película. La idea original del camafeo de Hitchcock que se disparó (él luchando en el lenguaje de señas con su esposa 'sorda') fue impedida por la Oficina de Estándares y Prácticas que temían ofender a los sordos.",5,positivo,dataset_respaldo,kaggle_imdb,,no hay spoilers después de la exitosa película estadounidense de hitchcock rebecca basada en la exuberante novela de daphne dumarier del romance gótico e intriga regresó a algunos de los temas más familiares de su período británico temprano la identidad y el espionaje confundidos a medida que los estados unidos se establecieron en la segunda guerra mundial y el esfuerzo de guerra a gran escala de los aviones de construcción de civiles armamento y otras milicias necesarias el negocio de entretenimiento cinematográfico comenzó a resultar paranoicos y a menudo los thrillers jingoísticos con temas de guerra estos thrillers a menudo involucraban redes de operadores engañosos y calificados en el trabajo en las sombras entre los ciudadanos que respetan el bien legal conocer al director estaba en casa en este género de espionaje el productor jack skirball se acercó a hitchcock acerca de dirigir una propiedad que poseía que se ocupaba de la corrupción el sabotaje de la guerra y un héroe indefenso empujado a un vórtice de coincidencia y una identidad errónea los elementos más oscuros de la narrativa y el agudo ingenio de maven dorothy parker literario durante su breve estadía en hollywood antes de regresar a sus raíces bohemias en nueva york que coautoraron al guión eran una combinación perfecta para las sensibilidades de hitchcock esta película a menudo descuidada cuenta la historia de los desafortunados años de edad barry kane robert cummings que a la vez en el trabajo en una fábrica de aviones de los ángeles se encuentra con el nuevo empleado frank frye norman lloydd y los momentos más tarde se enmarca para cometer sabotaje huyendo de las autoridades que no creen su historia lejana que conoce a varios personajes en su camino hacia la ciudad de soda utah y finalmente la ciudad de nueva york estos memorables personajes incluyen una caravana de circo con un automóvil lleno de freaks y un modelo popular de la cartelera patricia martin priscilla lane quién durante la peor crisis de su vida así como la seguridad nacional se enamore con locura por supuesto en la tierra de hitchcock patricia secuestrada por el supuesto saboteur barry cae por su captor además de agregar tensión romántica a la mezcla en buena forma para esta excursión hitchcock brews una red nacional de damas antiguas demure joes promedio y hombres de negocios respetables que se duplican como terroristas del agente secreto que albergan a los criminales tiran de armas y detonan bombas para evitar que las cosas se muevan es una parcela excelente que lleva su tiempo avanzando y una vez encendido culmina en uno de los últimos finales más memorables de hitchcock busque una vida increíblemente como las atracciones turísticas de la ciudad de nueva york todos los cuales fueron recreados por los directores de arte en hollywood debido a la prohibición de tiro de la guerra en las atracciones públicas si bien saboteur puede no ser una de las películas más conocidas de hitchcock es una película b popular que es ciertamente sólida y atractiva con un montón de giros de parcela inteligentes y como de costumbre los terribles villanos de hitchcock recuerde buscar la apariencia de camafeo de hitchcock fuera de una farmacia en la segunda mitad de la película la idea original del camafeo de hitchcock que se disparó él luchando en el lenguaje de señas con su esposa sorda fue impedida por la oficina de estándares y prácticas que temían ofender a los sordos
"Acabo de ver a la cómoda esta noche, solo lo había visto una vez antes, hace una docena de años. No es una película ""grande"", y no intenta hacer un gran salpicaduras, sino a mi Dios, el brillo de los dos cables. me deja casi sin palabras. Albert Finney y Tom Courtenay no son menos que increíbles en esta película. La cómoda es la historia del señor, un envejecimiento del actor de Shakespeare (Finney), y su cómoda Norman (Courtenay), una especie de valet, que ponen una producción de King Lear Durante el Blitz de Londres en la Segunda Guerra Mundial. Estos son dos hombres, cada uno de cada uno dependiente de la otra: Señor es casi indefenso sin la ayuda de Norman a Cajole, Wheedle, y lo acosará y lo intimidan en el escenario por su 227 desempeño de Lear. Y Norman vive su vida indirectamente a través de SIR; Sin señor para necesitarlo, él no es nada, o piensa que es, de todos modos. Esto es una película impulsada por personajes; La parcela es secundaria a la interacción de los personajes, y como tal, requiere actores del más alto calibre para llevarlo a la vida. Finney, solo de 47 años, es completamente creíble como muy antiguo, muy enfermo, petulante, acoso escolar, pero brillante actor de escenario. ¡Él silbea y humea a sus compañeros actores incluso cuando se llevan sus arcos! Y Courtenay no es menos convincente como la cómoda de la pinción, que a veces debe actuar más como una madre que como un valet a su anciano empleador. Sin embargo, el empleador es realmente el término incorrecto para usar. Porque, aunque, técnicamente, su relación es la del empleador y el empleado, la mayor parte del tiempo, Sir y Norman actúan como nada como una pareja casada antigua. Sí, hay otros en el elenco de esta película, pero no hay duda de que el Las verdaderas estrellas son Finney, Courtenay y el maravilloso guión por Ronald Harwood. Eso no quiere decir que no haya otras actuaciones finas, especialmente Eileen Atkins como el gerente de la etapa de larga duración. Hay una maravillosa escena donde Sir y Madge hablan de viejos deseos, viejos lamentos, y lo que podría haber sido. Aunque no se habla de estos días, vale la pena recordar que la cómoda fue nominada para cinco premios de academia: el mejor actor Nominaciones para Finney y Courtenay, la mejor imagen, el mejor director (Peter Yates) y el mejor guión adaptado. Había recordado que esto era una buena película, pero no estaba preparado para ser tan fascinada, ya que estaba de principio a fin. . Si quieres ver un ejemplo de lo que se trata mucho de la actuación, y ser muy entretenido durante todo el tiempo, entonces te animo a ver a la cómoda.",5,positivo,dataset_respaldo,kaggle_imdb,,acabo de ver a la cómoda esta noche solo lo había visto una vez antes hace una docena de años no es una película grande y no intenta hacer un gran salpicaduras sino a mi dios el brillo de los dos cables me deja casi sin palabras albert finney y tom courtenay no son menos que increíbles en esta película la cómoda es la historia del señor un envejecimiento del actor de shakespeare finney y su cómoda norman courtenay una especie de valet que ponen una producción de king lear durante el blitz de londres en la segunda guerra mundial estos son dos hombres cada uno de cada uno dependiente de la otra señor es casi indefenso sin la ayuda de norman a cajole wheedle y lo acosará y lo intimidan en el escenario por su desempeño de lear y norman vive su vida indirectamente a través de sir sin señor para necesitarlo él no es nada o piensa que es de todos modos esto es una película impulsada por personajes la parcela es secundaria a la interacción de los personajes y como tal requiere actores del más alto calibre para llevarlo a la vida finney solo de años es completamente creíble como muy antiguo muy enfermo petulante acoso escolar pero brillante actor de escenario él silbea y humea a sus compañeros actores incluso cuando se llevan sus arcos y courtenay no es menos convincente como la cómoda de la pinción que a veces debe actuar más como una madre que como un valet a su anciano empleador sin embargo el empleador es realmente el término incorrecto para usar porque aunque técnicamente su relación es la del empleador y el empleado la mayor parte del tiempo sir y norman actúan como nada como una pareja casada antigua sí hay otros en el elenco de esta película pero no hay duda de que el las verdaderas estrellas son finney courtenay y el maravilloso guión por ronald harwood eso no quiere decir que no haya otras actuaciones finas especialmente eileen atkins como el gerente de la etapa de larga duración hay una maravillosa escena donde sir y madge hablan de viejos deseos viejos lamentos y lo que podría haber sido aunque no se habla de estos días vale la pena recordar que la cómoda fue nominada para cinco premios de academia el mejor actor nominaciones para finney y courtenay la mejor imagen el mejor director peter yates y el mejor guión adaptado había recordado que esto era una buena película pero no estaba preparado para ser tan fascinada ya que estaba de principio a fin si quieres ver un ejemplo de lo que se trata mucho de la actuación y ser muy entretenido durante todo el tiempo entonces te animo a ver a la cómoda
"¿Qué sucedió?Lo que tenemos aquí es básicamente una premisa sólida y plausible y con un reparto decente y talentoso, pero en algún lugar la película la pierde.En realidad, nunca se puso en marcha.Hubo un poco de emoción cuando descubrimos que Angie no está realmente embarazada, luego descubra que, después de todo, pero eso fue.Steve Martin, que es una persona muy talentosa y generalmente trae mucho a una película, era terrible y todo su personaje ni siquiera estaba cerca de ser importante para esta película, aparte de hacerlo más.Realmente me hubiera gustado ver más interacciones entre los personajes principales, Kate y Angie, y tal vez intentar no para una comedia pura, que, desafortunadamente, no fue, pero tal vez un drama con elementos comedicos.Creo que si la película hizo esto, podría haber sido muy divertido, ya que ambas actrices son bastante divertidas a sus propias maneras y sentados aquí, puedo pensar en numerosos escenarios que habrían sido un motín.",1,negativo,dataset_respaldo,kaggle_imdb,,qué sucediólo que tenemos aquí es básicamente una premisa sólida y plausible y con un reparto decente y talentoso pero en algún lugar la película la pierdeen realidad nunca se puso en marchahubo un poco de emoción cuando descubrimos que angie no está realmente embarazada luego descubra que después de todo pero eso fuesteve martin que es una persona muy talentosa y generalmente trae mucho a una película era terrible y todo su personaje ni siquiera estaba cerca de ser importante para esta película aparte de hacerlo másrealmente me hubiera gustado ver más interacciones entre los personajes principales kate y angie y tal vez intentar no para una comedia pura que desafortunadamente no fue pero tal vez un drama con elementos comedicoscreo que si la película hizo esto podría haber sido muy divertido ya que ambas actrices son bastante divertidas a sus propias maneras y sentados aquí puedo pensar en numerosos escenarios que habrían sido un motín
"Acabo de ver de Fingersmith, y estoy aturdido a ver la calificación promedio de 8/10 para el show. No solo la trama era difícil de seguir, pero parece que el desarrollo de personajes fue aplicado al azar. Los actores eran adecuados, pero enEl proceso de intentar crear giros y giros, sus personajes se vuelven totalmente dimensionales.Una vez que esto sucede, la historia realmente cae plana y se vuelve tediosa. Y en caso de que alguien no vea a los conocimientos lesbianos predecibles de Miles Way, esta es una casa martillada en los términos más banales al final de la película. La escena final esDecepcionante y llamado, y cualquiera que se siente y se fue ""Ohhh, ¡así que eran munciantes de alfombras todo el tiempo!"", Debe haber estado fuera por la noche. Two Stars para el hockey de amígdalas en la escena anterior, que fue al menos un poco rugosa.Ninguno para el resto ...",1,negativo,dataset_respaldo,kaggle_imdb,,acabo de ver de fingersmith y estoy aturdido a ver la calificación promedio de para el show no solo la trama era difícil de seguir pero parece que el desarrollo de personajes fue aplicado al azar los actores eran adecuados pero enel proceso de intentar crear giros y giros sus personajes se vuelven totalmente dimensionalesuna vez que esto sucede la historia realmente cae plana y se vuelve tediosa y en caso de que alguien no vea a los conocimientos lesbianos predecibles de miles way esta es una casa martillada en los términos más banales al final de la película la escena final esdecepcionante y llamado y cualquiera que se siente y se fue ohhh así que eran munciantes de alfombras todo el tiempo debe haber estado fuera por la noche two stars para el hockey de amígdalas en la escena anterior que fue al menos un poco rugosaninguno para el resto
"Así que vamos a empezar!))) La película en sí es tan original como las películas de Cronenberg generalmente aparecerían ... Mi intención de verlo fue ciertamente que JJL era una de mis actrices favoritas.¡Ella es tan hermosa como de costumbre, este cutie! No diría que era mi película favorita de ella.Aún así es bastante interesante y entretenido a seguir.El resto del reparto no es extremadamente impresionante, pero no es una especie de matriz de estrellas Miscast.;) ¡Recomienda con confianza!)))))",5,positivo,dataset_respaldo,kaggle_imdb,,así que vamos a empezar la película en sí es tan original como las películas de cronenberg generalmente aparecerían mi intención de verlo fue ciertamente que jjl era una de mis actrices favoritasella es tan hermosa como de costumbre este cutie no diría que era mi película favorita de ellaaún así es bastante interesante y entretenido a seguirel resto del reparto no es extremadamente impresionante pero no es una especie de matriz de estrellas miscast recomienda con confianza
"Además de ser aburrido, las escenas eran opresivas y oscuras.La película trató de retratar algún tipo de moral, pero cayó plana con su mensaje.¿Cuáles fueron las cualidades redentoras?Además de eso, no creo que pueda hacer que los bibliotecarios se vean más poco libres que lo que lo hizo.",1,negativo,dataset_respaldo,kaggle_imdb,,además de ser aburrido las escenas eran opresivas y oscurasla película trató de retratar algún tipo de moral pero cayó plana con su mensajecuáles fueron las cualidades redentorasademás de eso no creo que pueda hacer que los bibliotecarios se vean más poco libres que lo que lo hizo
"Una mujer soltera llamada Stella (Bette Midler) está embarazada por un hombre rico (Stephen Collins). Ofrece a casarse con ella sin sentido de obligación, pero ella lo rechaza y decide criar al niño por su cuenta. Las cosas van bien hasta que el niño llamado Jenny (Trini Alvarado) se convierta en un adolescente y las cosas gradualmente (y predeciblemente) se vuelven peores. He visto la versión silenciosa y la versión de sonido de ""Stella Dallas"". Ninguno de los dos me afectó mucho (y lloro fácilmente), pero estaban bien hechos si está fechada. Tratar de rehacer esto en 1990 fue solo una idea estúpida. Supongo que Midler tenía suficiente poder después del éxito incomprensible de las ""playas"" para hacer esto. Esto (predeciblemente) bombardeó. La historia es risa y fechada por los estándares de hoy. A pesar de que Midler y Alvarado dan buenas actuaciones, esta película realmente arrastra y me aburrí tontamente al final. Stephen Collins y Marsha Mason (ambos actores buenos) no ayudan a apoyar los roles. Fundido y aburrido. Realmente, ¿quién pensó que esto funcionaría? Vea la versión de Stanwyck de 1937 en su lugar. Le doy esto un 1.",1,negativo,dataset_respaldo,kaggle_imdb,,una mujer soltera llamada stella bette midler está embarazada por un hombre rico stephen collins ofrece a casarse con ella sin sentido de obligación pero ella lo rechaza y decide criar al niño por su cuenta las cosas van bien hasta que el niño llamado jenny trini alvarado se convierta en un adolescente y las cosas gradualmente y predeciblemente se vuelven peores he visto la versión silenciosa y la versión de sonido de stella dallas ninguno de los dos me afectó mucho y lloro fácilmente pero estaban bien hechos si está fechada tratar de rehacer esto en fue solo una idea estúpida supongo que midler tenía suficiente poder después del éxito incomprensible de las playas para hacer esto esto predeciblemente bombardeó la historia es risa y fechada por los estándares de hoy a pesar de que midler y alvarado dan buenas actuaciones esta película realmente arrastra y me aburrí tontamente al final stephen collins y marsha mason ambos actores buenos no ayudan a apoyar los roles fundido y aburrido realmente quién pensó que esto funcionaría vea la versión de stanwyck de en su lugar le doy esto un
"No torture un patito es uno de los primeros (y, honestamente, en términos de la línea de cuentos, mejor ...) películas, y aunque no es el típico ""Blood Bath"" de la que se conoce Fulci, esto sigue siendo muy único y Película agradable. La historia rodea una pequeña ciudad donde están ocurriendo una serie de asesinatos infantiles. Algunos de los personajes coloridos involucrados en las investigaciones, ya sea como sospechosos, ni aquellos que ""ayudan"" a la investigación (o en algunos casos, ambos), incluyen la fuerza policial de los pueblos, un reportero de pequeña época, un hermoso y rico adicto a la ex drogadía, Un joven sacerdote y su madre, un anciano que practica brujería y su proteegé femenino, un pueblo mentalmente discapacitado, y una niña sorda / muda. Todas estas personas están entretejidas en la parcela para crear varios giros y giros, hasta que se revela el asesino real ... No torture un patito no es ni un giallo ""clásico"" ni una película típica de Gore Fulci. Aunque contiene elementos de ambos, es más un misterio de asesinato antiguo, con un tema más oscuro y algunas escenas de violencia gráfica (aunque nada tan fuerte como algunas de las obras posteriores de Fulci). Esta es una película bien escrita con muchos giros que me mantuvieron adivinando hasta el final. Recomendado para los fanáticos de Giallo / Murder-Mystery, o cualquier persona que quiera ver algunas de las películas que no seamos salpicaduras de Fulci, pero no se desespere, no la tortura aún tiene más de lo que es una parte justa de la violencia y la silla. Algunos pueden ser eliminados por el tema de los asesinatos infantiles, y un personaje femenino principal tiene un hábito extraño de golpear a los niños muy pequeños, que también es un tipo de desconcertamiento, pero si ese tipo de material no te molesta, definitivamente Dale un vistazo a este. 8.5 / 10",5,positivo,dataset_respaldo,kaggle_imdb,,no torture un patito es uno de los primeros y honestamente en términos de la línea de cuentos mejor películas y aunque no es el típico blood bath de la que se conoce fulci esto sigue siendo muy único y película agradable la historia rodea una pequeña ciudad donde están ocurriendo una serie de asesinatos infantiles algunos de los personajes coloridos involucrados en las investigaciones ya sea como sospechosos ni aquellos que ayudan a la investigación o en algunos casos ambos incluyen la fuerza policial de los pueblos un reportero de pequeña época un hermoso y rico adicto a la ex drogadía un joven sacerdote y su madre un anciano que practica brujería y su proteegé femenino un pueblo mentalmente discapacitado y una niña sorda muda todas estas personas están entretejidas en la parcela para crear varios giros y giros hasta que se revela el asesino real no torture un patito no es ni un giallo clásico ni una película típica de gore fulci aunque contiene elementos de ambos es más un misterio de asesinato antiguo con un tema más oscuro y algunas escenas de violencia gráfica aunque nada tan fuerte como algunas de las obras posteriores de fulci esta es una película bien escrita con muchos giros que me mantuvieron adivinando hasta el final recomendado para los fanáticos de giallo murdermystery o cualquier persona que quiera ver algunas de las películas que no seamos salpicaduras de fulci pero no se desespere no la tortura aún tiene más de lo que es una parte justa de la violencia y la silla algunos pueden ser eliminados por el tema de los asesinatos infantiles y un personaje femenino principal tiene un hábito extraño de golpear a los niños muy pequeños que también es un tipo de desconcertamiento pero si ese tipo de material no te molesta definitivamente dale un vistazo a este
